user_id	user_id
0	246
0	382
0	462
0	676
0	735
0	800
0	1056
0	1057
0	1074
0	1150
0	1367
0	1400
0	1609
1	90
1	113
1	190
1	237
1	442
1	467
1	478
1	753
1	968
1	1787
2	205
2	645
2	735
2	1105
2	1138
2	1281
2	1532
3	136
3	735
3	1105
3	1512
4	41
4	209
4	347
4	488
4	720
4	771
4	878
4	994
4	1035
4	1136
4	1256
4	1268
4	1420
4	1436
4	1492
4	1734
4	1750
4	1771
5	304
5	333
5	374
5	665
5	735
5	892
5	1029
5	1307
5	1352
5	1558
5	1559
6	661
6	735
6	1676
7	1047
7	1294
7	1319
7	1346
7	1702
8	9
8	21
8	118
8	124
8	132
8	207
8	248
8	361
8	606
8	706
8	711
8	721
8	761
8	864
8	892
8	991
8	995
8	1029
8	1030
8	1040
8	1138
8	1276
8	1359
8	1450
8	1516
8	1527
8	1574
8	1719
8	1735
9	8
9	41
9	116
9	121
9	133
9	213
9	215
9	231
9	356
9	488
9	528
9	606
9	649
9	763
9	819
9	829
9	875
9	898
9	927
9	956
9	1002
9	1003
9	1093
9	1106
9	1136
9	1164
9	1166
9	1184
9	1258
9	1352
9	1403
9	1409
9	1473
9	1485
9	1523
9	1566
9	1627
9	1719
9	1734
10	347
10	361
10	431
10	651
10	721
10	994
10	1035
10	1429
10	1516
10	1527
10	1754
11	539
11	568
11	670
11	1097
11	1175
11	1339
11	1466
11	1512
12	111
12	130
12	214
12	239
12	371
12	405
12	685
12	1086
12	1097
12	1114
12	1198
12	1294
12	1341
12	1400
12	1432
12	1532
12	1552
12	1616
12	1709
12	1739
12	1749
13	130
13	225
13	304
13	390
13	488
13	646
13	651
13	661
13	701
13	720
13	1071
13	1100
13	1298
13	1351
13	1352
13	1406
13	1435
13	1470
13	1579
13	1627
13	1662
13	1716
13	1777
14	295
14	304
14	528
14	558
14	940
14	1431
14	1645
15	266
15	275
15	357
15	425
15	597
15	1034
15	1132
15	1231
15	1261
15	1267
16	1114
17	186
17	898
17	1077
17	1135
17	1307
17	1352
17	1417
17	1558
17	1709
18	54
18	74
18	153
18	178
18	313
18	351
18	579
18	735
18	794
18	1092
18	1178
18	1371
18	1606
18	1716
19	98
19	1097
20	124
20	137
20	208
20	294
20	324
20	347
20	372
20	374
20	388
20	451
20	597
20	651
20	711
20	735
20	791
20	892
20	902
20	907
20	967
20	1035
20	1077
20	1136
20	1372
20	1481
20	1609
20	1690
21	8
21	213
21	276
21	347
21	414
21	562
21	646
21	755
21	902
21	977
21	1067
21	1136
21	1268
21	1418
21	1432
21	1734
21	1767
22	191
22	961
22	1702
22	1754
23	673
23	735
23	1676
23	1749
24	1739
25	832
26	121
26	124
26	206
26	347
26	436
26	450
26	564
26	667
26	989
26	991
26	1100
26	1116
26	1258
26	1298
26	1372
26	1389
26	1734
27	57
27	90
27	189
27	190
27	197
27	274
27	334
27	352
27	424
27	448
27	467
27	478
27	513
27	582
27	677
27	761
27	839
27	949
27	1018
27	1019
27	1025
27	1060
27	1095
27	1162
27	1306
27	1423
27	1581
27	1799
28	784
28	1097
28	1275
28	1285
28	1636
29	252
29	408
29	445
29	666
29	748
29	1075
29	1526
30	1294
31	470
31	664
31	834
32	54
32	111
32	129
32	1092
32	1430
32	1432
32	1616
33	342
34	72
34	986
34	1718
35	72
35	123
35	129
35	147
35	290
35	957
35	1206
35	1586
35	1718
35	1766
36	76
36	98
37	488
37	1525
38	130
38	155
38	162
38	174
38	233
38	276
38	374
38	414
38	431
38	563
38	582
38	613
38	661
38	672
38	761
38	945
38	952
38	1021
38	1220
38	1270
38	1289
38	1298
38	1532
38	1721
39	285
39	434
39	855
39	997
39	1009
39	1084
39	1196
40	41
40	44
40	215
40	243
40	356
40	368
40	461
40	465
40	481
40	525
40	927
40	948
40	1093
41	4
41	9
41	40
41	42
41	110
41	120
41	133
41	145
41	193
41	203
41	204
41	208
41	209
41	213
41	221
41	226
41	243
41	250
41	270
41	284
41	288
41	300
41	319
41	325
41	356
41	368
41	370
41	374
41	446
41	472
41	475
41	480
41	481
41	500
41	507
41	528
41	540
41	606
41	612
41	623
41	638
41	651
41	672
41	719
41	720
41	734
41	764
41	766
41	773
41	778
41	802
41	819
41	898
41	924
41	948
41	994
41	1002
41	1093
41	1111
41	1134
41	1174
41	1181
41	1185
41	1222
41	1251
41	1256
41	1278
41	1352
41	1381
41	1403
41	1409
41	1442
41	1453
41	1497
41	1557
41	1567
41	1617
41	1627
41	1674
41	1690
41	1719
41	1732
41	1750
41	1765
42	41
42	53
42	120
42	221
42	266
42	347
42	356
42	390
42	420
42	673
42	735
42	864
42	967
42	1002
42	1249
42	1256
42	1270
42	1272
42	1352
42	1409
42	1453
42	1732
43	53
43	193
43	243
43	368
43	448
43	465
43	649
43	651
43	847
43	889
43	898
43	907
43	1090
43	1162
43	1278
43	1345
43	1352
43	1391
43	1419
43	1597
43	1600
43	1696
44	40
44	79
44	121
44	162
44	172
44	226
44	277
44	294
44	368
44	482
44	500
44	507
44	510
44	613
44	644
44	750
44	779
44	878
44	883
44	940
44	967
44	977
44	1092
44	1093
44	1154
44	1158
44	1174
44	1238
44	1239
44	1268
44	1303
44	1347
44	1381
44	1406
44	1506
44	1550
44	1617
44	1680
44	1700
44	1780
45	114
45	176
45	266
45	633
45	705
45	735
45	1097
45	1298
46	54
46	98
46	116
46	144
46	181
46	187
46	305
46	351
46	440
46	448
46	478
46	599
46	630
46	650
46	668
46	761
46	766
46	854
46	895
46	1061
46	1097
46	1114
46	1195
46	1317
46	1319
46	1338
46	1368
46	1440
46	1564
46	1683
46	1686
46	1695
46	1723
47	140
47	1496
48	109
48	208
48	276
48	347
48	361
48	625
48	761
48	1174
48	1277
48	1298
48	1645
49	298
49	488
49	771
49	1136
49	1436
49	1744
50	1197
51	227
51	428
51	590
51	936
51	997
51	1286
51	1319
51	1379
52	92
52	118
52	120
52	133
52	178
52	181
52	203
52	210
52	220
52	315
52	343
52	476
52	747
52	829
52	832
52	837
52	866
52	925
52	1164
52	1169
52	1313
52	1318
52	1489
52	1527
52	1734
52	1765
53	42
53	43
53	54
53	109
53	121
53	162
53	182
53	208
53	231
53	276
53	303
53	343
53	355
53	356
53	370
53	379
53	390
53	461
53	472
53	478
53	480
53	482
53	509
53	528
53	548
53	560
53	562
53	572
53	602
53	624
53	649
53	706
53	721
53	776
53	779
53	802
53	829
53	847
53	892
53	898
53	924
53	927
53	948
53	977
53	988
53	1002
53	1007
53	1040
53	1090
53	1125
53	1130
53	1162
53	1166
53	1174
53	1181
53	1200
53	1251
53	1256
53	1260
53	1316
53	1345
53	1391
53	1403
53	1419
53	1436
53	1559
53	1593
53	1609
53	1674
53	1684
53	1696
53	1716
53	1719
53	1732
53	1750
53	1770
53	1781
54	18
54	32
54	46
54	53
54	174
54	238
54	334
54	346
54	378
54	386
54	392
54	405
54	406
54	431
54	448
54	467
54	549
54	579
54	613
54	674
54	735
54	792
54	853
54	860
54	876
54	932
54	986
54	1019
54	1060
54	1080
54	1114
54	1138
54	1162
54	1176
54	1178
54	1298
54	1400
54	1408
54	1494
54	1676
54	1716
54	1721
54	1730
54	1739
54	1749
55	72
55	955
55	1762
56	882
56	1322
57	27
57	189
57	239
57	395
57	513
57	587
57	735
57	932
57	1019
57	1020
57	1060
57	1074
57	1306
57	1432
57	1487
57	1581
57	1749
57	1787
58	77
58	103
58	598
58	657
58	669
58	767
58	785
58	835
58	866
58	1026
58	1054
58	1097
58	1109
58	1209
58	1695
58	1784
59	361
59	363
59	562
59	1057
59	1400
59	1414
59	1512
59	1638
60	107
60	971
60	1140
60	1388
60	1492
61	323
61	383
61	403
61	605
61	621
61	904
61	1057
61	1097
61	1257
62	124
62	217
62	304
62	324
62	991
62	1030
63	152
63	547
63	1045
63	1215
64	592
64	700
64	788
64	881
64	900
64	1356
65	191
65	786
65	1148
66	892
66	1090
66	1111
66	1609
67	676
67	753
67	886
67	912
67	1056
67	1057
67	1619
67	1771
68	477
68	1129
68	1594
69	270
69	281
69	342
69	420
69	596
69	1134
69	1417
69	1434
69	1497
69	1597
70	472
70	646
70	1470
70	1676
71	529
71	579
71	866
71	1483
72	34
72	35
72	55
72	83
72	96
72	97
72	123
72	140
72	142
72	172
72	228
72	230
72	235
72	391
72	397
72	399
72	405
72	418
72	454
72	459
72	466
72	492
72	581
72	588
72	617
72	639
72	648
72	710
72	712
72	727
72	740
72	772
72	799
72	800
72	805
72	815
72	817
72	824
72	825
72	836
72	899
72	901
72	963
72	966
72	1006
72	1032
72	1058
72	1107
72	1117
72	1175
72	1206
72	1214
72	1342
72	1357
72	1382
72	1383
72	1394
72	1396
72	1481
72	1490
72	1495
72	1521
72	1548
72	1573
72	1586
72	1619
72	1624
72	1625
72	1711
72	1718
72	1721
72	1741
72	1759
72	1775
73	109
73	121
73	131
73	193
73	209
73	231
73	233
73	270
73	276
73	304
73	347
73	356
73	369
73	376
73	390
73	429
73	431
73	435
73	448
73	461
73	478
73	480
73	528
73	644
73	649
73	665
73	674
73	750
73	760
73	829
73	877
73	897
73	977
73	1091
73	1125
73	1162
73	1164
73	1298
73	1307
73	1496
73	1518
73	1597
73	1674
73	1732
73	1770
73	1792
74	18
74	153
74	202
74	234
74	313
74	520
74	820
74	1127
74	1279
74	1296
74	1380
74	1615
75	1317
76	36
76	181
76	785
76	934
77	58
77	144
77	202
77	386
77	618
77	732
77	803
77	1097
77	1114
77	1195
77	1286
77	1402
77	1660
78	1225
78	1446
79	44
79	281
79	549
79	613
79	684
79	883
79	928
79	1406
79	1780
80	1663
81	139
81	644
82	530
82	669
82	970
82	1138
82	1370
82	1730
82	1749
83	72
83	629
83	710
83	1097
84	565
85	1097
85	1426
85	1472
85	1636
86	472
86	593
86	850
86	969
86	1185
87	117
87	382
87	676
87	1057
87	1439
88	1496
89	109
89	178
89	356
89	368
89	461
89	528
89	613
89	690
89	693
89	1093
89	1420
90	1
90	27
90	113
90	173
90	189
90	190
90	266
90	272
90	274
90	334
90	352
90	398
90	411
90	448
90	467
90	504
90	513
90	515
90	575
90	587
90	608
90	677
90	681
90	761
90	839
90	1018
90	1019
90	1020
90	1025
90	1060
90	1095
90	1144
90	1162
90	1306
90	1377
90	1423
90	1581
90	1787
91	1097
92	52
92	178
92	181
92	220
92	476
92	848
92	866
92	956
92	1103
92	1203
92	1311
92	1498
92	1740
92	1779
93	1050
94	1018
94	1293
95	589
95	1114
95	1352
95	1406
95	1755
96	72
96	117
96	329
96	1548
97	72
98	19
98	36
98	46
98	102
98	212
98	337
98	352
98	438
98	463
98	527
98	545
98	563
98	607
98	632
98	732
98	761
98	1180
98	1288
98	1319
98	1325
98	1341
98	1440
98	1518
99	283
99	358
99	410
99	618
99	630
99	803
99	1026
99	1097
99	1138
99	1286
99	1466
100	124
100	206
100	209
100	243
100	298
100	340
100	347
100	509
100	549
100	564
100	612
100	634
100	638
100	690
100	724
100	735
100	755
100	771
100	802
100	938
100	959
100	977
100	1130
100	1249
100	1354
100	1385
100	1709
100	1750
100	1771
101	185
101	309
101	388
101	535
101	688
101	758
101	1298
101	1444
101	1510
101	1603
102	98
102	191
102	989
102	1212
103	58
103	144
103	283
103	618
103	738
103	775
103	785
103	1097
103	1286
103	1466
103	1623
104	568
104	906
104	1001
104	1108
104	1761
105	206
105	366
105	392
105	813
106	170
106	403
106	506
106	531
106	621
106	676
106	699
106	1057
106	1060
106	1306
106	1728
107	60
107	1124
107	1660
108	493
108	794
108	1286
109	48
109	53
109	73
109	89
109	213
109	292
109	355
109	461
109	482
109	494
109	528
109	560
109	562
109	572
109	606
109	612
109	649
109	665
109	669
109	690
109	706
109	739
109	755
109	802
109	877
109	898
109	977
109	1002
109	1007
109	1128
109	1130
109	1174
109	1181
109	1185
109	1220
109	1251
109	1260
109	1316
109	1516
109	1566
109	1593
109	1617
109	1630
109	1765
110	41
110	130
110	210
110	273
110	325
110	370
110	572
110	669
110	719
110	898
110	926
110	929
110	1002
110	1091
110	1110
110	1195
110	1344
110	1346
110	1352
110	1470
110	1732
110	1751
111	12
111	32
111	405
111	441
111	614
111	774
111	979
111	1021
111	1092
111	1109
111	1114
111	1430
111	1482
111	1536
111	1570
111	1761
112	579
113	1
113	90
113	189
113	190
113	195
113	237
113	245
113	246
113	352
113	353
113	448
113	467
113	587
113	735
113	761
113	1070
113	1074
113	1115
113	1162
113	1401
113	1581
114	45
114	266
114	350
114	421
114	618
114	649
114	670
114	705
114	784
114	1298
114	1314
114	1339
114	1426
114	1466
114	1473
114	1578
114	1623
115	754
115	967
115	991
115	1372
115	1551
116	9
116	46
116	275
116	283
116	326
116	385
116	650
116	876
116	971
116	987
116	1047
116	1097
116	1114
116	1159
116	1184
116	1286
116	1434
116	1439
116	1621
116	1637
116	1702
116	1716
116	1755
116	1793
117	87
117	96
117	128
117	196
117	246
117	383
117	389
117	436
117	462
117	505
117	579
117	605
117	635
117	676
117	699
117	772
117	845
117	1052
117	1057
117	1060
117	1367
117	1390
117	1393
117	1607
117	1636
117	1656
117	1677
117	1698
118	8
118	52
118	119
118	131
118	148
118	162
118	209
118	213
118	221
118	229
118	243
118	248
118	276
118	305
118	343
118	347
118	376
118	390
118	402
118	431
118	447
118	452
118	472
118	540
118	542
118	549
118	562
118	638
118	649
118	651
118	691
118	720
118	721
118	735
118	802
118	892
118	902
118	918
118	935
118	938
118	959
118	967
118	991
118	1002
118	1003
118	1007
118	1035
118	1130
118	1131
118	1138
118	1174
118	1226
118	1249
118	1256
118	1278
118	1289
118	1298
118	1340
118	1381
118	1417
118	1423
118	1429
118	1513
118	1516
118	1519
118	1529
118	1566
118	1567
118	1627
118	1682
118	1709
118	1750
118	1771
119	118
119	133
119	213
119	217
119	229
119	243
119	305
119	343
119	361
119	447
119	548
119	597
119	701
119	734
119	938
119	941
119	991
119	1130
119	1131
119	1340
119	1516
119	1627
119	1771
120	41
120	42
120	52
120	133
120	203
120	270
120	374
120	507
120	612
120	684
120	720
120	721
120	734
120	927
120	967
120	1002
120	1040
120	1093
120	1125
120	1174
120	1241
120	1313
120	1345
120	1407
120	1420
120	1497
120	1567
120	1597
120	1732
120	1734
120	1765
121	9
121	26
121	44
121	53
121	73
121	124
121	133
121	145
121	148
121	193
121	204
121	226
121	277
121	297
121	300
121	333
121	355
121	369
121	379
121	446
121	461
121	507
121	510
121	734
121	779
121	819
121	829
121	850
121	925
121	941
121	948
121	985
121	991
121	1100
121	1110
121	1154
121	1230
121	1344
121	1345
121	1352
121	1375
121	1409
121	1453
121	1489
121	1517
121	1535
121	1551
121	1559
121	1617
121	1740
121	1777
122	133
122	203
122	243
122	297
122	347
122	472
122	475
122	478
122	778
122	779
122	927
122	1049
122	1093
122	1135
122	1222
122	1278
122	1298
122	1318
